u,v,osmid,highway_1,width_final,length,Tmrt_06,Tmrt_07,Tmrt_08,Tmrt_09,Tmrt_10,Tmrt_11,Tmrt_12,Tmrt_13,Tmrt_14,Tmrt_15,Tmrt_16,Tmrt_17,Tmrt_18,Tmrt_19
10015167771,10015167765,1093508047,footway,2.0,8.063572040319135,24.084910074869793,34.38861846923828,43.88363138834635,54.491058349609375,62.081075032552086,64.8587646484375,67.43374633789062,66.58756001790364,67.54190572102864,66.22513834635417,63.50841267903646,60.76976013183594,55.28166707356771,47.660257975260414
10015167765,10015167771,1093508047,footway,2.0,8.063572040319135,24.084910074869793,34.38861846923828,43.88363138834635,54.491058349609375,62.081075032552086,64.8587646484375,67.43374633789062,66.58756001790364,67.54190572102864,66.22513834635417,63.50841267903646,60.76976013183594,55.28166707356771,47.660257975260414
8498422137,1855204533,"[174870625, 174870618, 37402052, 1029058213]",primary,20.0,272.6015377491383,24.08239378658027,33.40197794732441,42.77450877926422,53.640301656563544,61.21741743311037,63.996773097826086,66.67105194397993,65.90056699414716,66.65295124372909,65.26128762541806,62.45588158444816,59.668151651337794,53.944639684364546,45.77457410117057
1855204533,8498422137,"[174870625, 174870618, 37402052, 1029058213]",primary,20.0,272.60153774913834,24.08239378658027,33.40197794732441,42.77450877926422,53.640301656563544,61.21741743311037,63.996773097826086,66.67105194397993,65.90056699414716,66.65295124372909,65.26128762541806,62.45588158444816,59.668151651337794,53.944639684364546,45.77457410117057
4963715662,8450140844,"[506687952, 910081097]",path,2.0,225.76360902879134,23.75823516845703,30.614837646484375,40.630532836914064,51.64923095703125,59.12352294921875,61.89429931640625,64.36126708984375,63.73097534179688,64.18168334960937,62.52882080078125,59.4458984375,55.994189453125,49.624603271484375,41.51580810546875
8450140844,4963715662,"[506687952, 910081097]",footway,2.0,225.7636090287913,23.75823516845703,30.614837646484375,40.630532836914064,51.64923095703125,59.12352294921875,61.89429931640625,64.36126708984375,63.73097534179688,64.18168334960937,62.52882080078125,59.4458984375,55.994189453125,49.624603271484375,41.51580810546875
11123498684,11123498684,"[1199236910, 1199236930, 1199236909, 506687950]",path,2.0,76.09295512479986,23.77598826090495,29.818491617838543,39.745140075683594,49.74226379394531,56.69880676269531,59.37083435058594,61.2825927734375,60.85892232259115,61.62684122721354,60.45477294921875,57.925882975260414,54.76909891764323,48.905375162760414,41.19027201334635
11123498684,11123498684,"[506687950, 1199236930, 1199236909, 1199236910]",footway,2.0,76.09295512479986,23.77598826090495,29.818491617838543,39.745140075683594,49.74226379394531,56.69880676269531,59.37083435058594,61.2825927734375,60.85892232259115,61.62684122721354,60.45477294921875,57.925882975260414,54.76909891764323,48.905375162760414,41.19027201334635
4963715662,11123498684,"[506687952, 506687950, 506687951]",path,2.0,136.33499319867522,23.849167844082448,31.98772544049202,41.54161299035904,51.75635285073138,58.96910322473404,61.56236494348404,63.66587017952128,62.96007002160904,63.59689785571808,62.27598279587766,59.58767245678192,56.52742166722074,50.64986598238032,42.00947992852394
11123498684,4963715662,"[506687952, 506687950, 506687951]",path,2.0,136.3349931986752,23.849167844082448,31.98772544049202,41.54161299035904,51.75635285073138,58.96910322473404,61.56236494348404,63.66587017952128,62.96007002160904,63.59689785571808,62.27598279587766,59.58767245678192,56.52742166722074,50.64986598238032,42.00947992852394
