station,net_node,hour,threshold,nodes_CA,nodes_TCA,reduction_pct
새절,3822999355,14,38.0,1828,1,99.95
구산,2292697262,14,38.0,1767,1,99.94
연신내,13357342120,14,38.0,1578,1,99.94
독바위,3824954278,14,38.0,914,1,99.89
역촌,10789220053,14,38.0,1917,1,99.95
어린이대공원,7939459503,14,38.0,860,1,99.88
군자,8743773046,14,38.0,1103,1,99.91
중곡,3840461137,14,38.0,932,1,99.89
용마산,10141309870,14,38.0,1285,1,99.92
사가정,436849774,14,38.0,1805,1,99.94
면목,436816024,14,38.0,1746,1,99.94
상봉,436718863,14,38.0,2078,1,99.95
중화,3819991417,14,38.0,1857,1,99.95
먹골,436538654,14,38.0,1117,1,99.91
태릉입구,13821634895,14,38.0,1354,1,99.93
공릉,13566284590,14,38.0,1151,1,99.91
하계,13566334119,14,38.0,554,1,99.82
중계,3835756882,14,38.0,440,1,99.77
노원,10598556476,14,38.0,697,1,99.86
마들,9410070134,14,38.0,1010,1,99.9
수락산,13566334197,14,38.0,619,1,99.84
가산디지털단지,436846908,14,38.0,460,1,99.78
남구로,2590252230,14,38.0,768,1,99.87
대림,2589375675,14,38.0,858,1,99.88
신풍,2108483850,14,38.0,848,1,99.88
보라매,2108483937,14,38.0,721,1,99.86
신대방삼거리,2108483943,14,38.0,901,1,99.89
장승배기,1830596637,14,38.0,854,1,99.88
상도,436821675,14,38.0,771,1,99.87
숭실대입구,11413637825,14,38.0,585,1,99.83
남성,4195693782,14,38.0,686,1,99.85
이수,13434371130,14,38.0,970,1,99.9
내방,2110270505,14,38.0,487,1,99.79
반포,9914441894,14,38.0,746,1,99.87
논현,2280678861,14,38.0,955,1,99.9
학동,2279487893,14,38.0,1030,1,99.9
청담,2279487921,14,38.0,785,1,99.87
자양,9040152140,14,38.0,636,1,99.84
용두,1939143883,14,38.0,1269,1,99.92
신답,2460188205,14,38.0,45,1,97.78
천왕,1784377384,14,38.0,338,1,99.7
장지,11202554992,14,38.0,983,1,99.9
문정,6832910091,14,38.0,581,1,99.83
송파,2280491847,14,38.0,553,1,99.82
석촌,2280491863,14,38.0,301,1,99.67
몽촌토성,2346858828,14,38.0,451,1,99.78
강동구청,436855505,14,38.0,904,1,99.89
암사,999136556,14,38.0,828,1,99.88
중앙보훈병원,4197252516,14,38.0,357,1,99.72
둔촌오륜,11229084218,14,38.0,377,1,99.73
한성백제,10009448574,14,38.0,394,1,99.75
송파나루,1809560163,14,38.0,485,1,99.79
석촌고분,10855673146,14,38.0,780,1,99.87
삼전,4186302819,14,38.0,613,1,99.84
대모산입구,4643770733,14,38.0,495,1,99.8
개포동,2032418657,14,38.0,428,1,99.77
구룡,436814317,14,38.0,225,1,99.56
한티,4784810914,14,38.0,616,1,99.84
압구정로데오,596509934,14,38.0,705,1,99.86
서울숲,9081846792,14,38.0,723,1,99.86
양재시민의숲,12872531616,14,38.0,667,1,99.85
청계산입구,11744211938,14,38.0,177,1,99.44
성신여대입구,5226829495,14,38.0,886,1,99.89
청량리,7749822746,14,38.0,1451,1,99.93
신내,9534964676,14,38.0,661,1,99.85
종로3가,7068953101,14,38.0,1739,1,99.94
신설동,13345643243,14,38.0,1380,1,99.93
성신여대입구,9816197077,14,38.0,862,1,99.88
이촌,13472471079,14,38.0,485,1,99.79
서울역,10216518963,14,38.0,550,1,99.82
수서,6004121530,14,38.0,224,1,99.55
건대입구,11303511536,14,38.0,1018,1,99.9
선정릉,596482732,14,38.0,765,1,99.87
선릉,860338496,14,38.0,762,1,99.87
도곡,3418782698,14,38.0,447,1,99.78
수서,12364278188,14,38.0,233,1,99.57
복정,11330600836,14,38.0,445,1,99.78
왕십리,9369050246,14,38.0,1530,1,99.93
왕십리,11127349780,14,38.0,1663,1,99.94
신설동,4173042514,14,38.0,1293,1,99.92
939정거장,8436624771,14,38.0,364,1,99.73
창동,4659124351,14,38.0,526,1,99.81
동작,3401123578,14,38.0,13,1,92.31
개화,9701881739,14,38.0,242,1,99.59
상봉,2470981971,14,38.0,1849,1,99.95
관악산,4373612914,14,38.0,549,1,99.82
서울대벤처타운,1835221096,14,38.0,879,1,99.89
신림,1844912791,14,38.0,1197,1,99.92
당곡,436858756,14,38.0,1055,1,99.91
보라매병원,436847189,14,38.0,817,1,99.88
보라매공원,7916896848,14,38.0,516,1,99.81
보라매,2819460436,14,38.0,703,1,99.86
서울지방병무청,11178013529,14,38.0,675,1,99.85
대방,11553007316,14,38.0,534,1,99.81
샛강,13506574406,14,38.0,361,1,99.72
샛강,13670786965,14,38.0,348,1,99.71
서울역,3390941198,14,38.0,980,1,99.9
디지털미디어시티,2605603657,14,38.0,383,1,99.74
디지털미디어시티,4652833827,14,38.0,469,1,99.79
노원,5706189891,14,38.0,776,1,99.87
양재,4865811281,14,38.0,893,1,99.89
강남,3087683154,14,38.0,1222,1,99.92
당산,10814323607,14,38.0,737,1,99.86
서울역,3391063393,14,38.0,1011,1,99.9
신길,4636791670,14,38.0,720,1,99.86
가산디지털단지,2108483903,14,38.0,492,1,99.8
상계,3401474874,14,38.0,689,1,99.85
선유도,2726710465,14,38.0,537,1,99.81
신목동,2812530406,14,38.0,405,1,99.75
염창,2289016390,14,38.0,683,1,99.85
등촌,2290015312,14,38.0,810,1,99.88
증미,3042643876,14,38.0,673,1,99.85
가양,2142681442,14,38.0,885,1,99.89
양천향교,414683333,14,38.0,635,1,99.84
신방화,10814323761,14,38.0,827,1,99.88
공항시장,4604019398,14,38.0,777,1,99.87
총신대입구(이수),4984575377,14,38.0,877,1,99.89
동묘앞,3830591800,14,38.0,1683,1,99.94
동대문,7195666618,14,38.0,1827,1,99.95
종로3가,4198116864,14,38.0,1363,1,99.93
종로3가,4197560774,14,38.0,1595,1,99.94
정릉,3828480980,14,38.0,700,1,99.86
솔샘,3841342870,14,38.0,826,1,99.88
삼양사거리,3841342963,14,38.0,1425,1,99.93
삼양,3840741768,14,38.0,1428,1,99.93
화계,436865378,14,38.0,1464,1,99.93
가오리,3840936112,14,38.0,1346,1,99.93
4.19민주묘지,3841077641,14,38.0,939,1,99.89
솔밭공원,3626451463,14,38.0,493,1,99.8
북한산우이,11824482197,14,38.0,274,1,99.64
시청,7677568503,14,38.0,1206,1,99.92
노량진,4627778176,14,38.0,411,1,99.76
김포공항,7981330101,14,38.0,553,1,99.82
김포공항,4874729815,14,38.0,614,1,99.84
옥수,8222891384,14,38.0,318,1,99.69
신도림,5119449050,14,38.0,331,1,99.7
수서,11563289590,14,38.0,234,8,96.58
연신내,10678122489,14,38.0,1643,1,99.94
뚝섬,8498978693,14,38.0,756,1,99.87
동대문역사문화공원,414685825,14,38.0,1759,1,99.94
동대문역사문화공원,1945254583,14,38.0,1864,1,99.95
종합운동장,13894950326,14,38.0,402,1,99.75
홍대입구,13227913200,14,38.0,2129,1,99.95
942정거장,436815896,14,38.0,625,1,99.84
한성대입구,5973684086,14,42.7,1088,1,99.91
제기동,9655918649,14,42.7,1288,1,99.92
신이문,3831106833,14,42.7,1042,1,99.9
회기,9776882774,14,42.7,1756,1,99.94
월계,3834716670,14,42.7,300,1,99.67
녹천,3834717475,14,42.7,227,1,99.56
광운대,436854528,14,42.7,396,1,99.75
창동,3834608837,14,42.7,424,1,99.76
방학,3846919916,14,42.7,688,1,99.85
오류동,8508812072,14,42.7,98,1,98.98
개봉,5442986444,14,42.7,390,1,99.74
구일,3210749463,14,42.7,272,1,99.63
일원,9454279402,14,42.7,208,1,99.52
양원,9534964626,14,42.7,911,1,99.89
한남,3852156874,14,42.7,249,1,99.6
수색,11944713936,14,42.7,364,1,99.73
940정거장,3011994542,14,42.7,315,1,99.68
중랑,10138603166,14,42.7,1617,1,99.94
망우,9760894592,14,42.7,1800,1,99.94
국회의사당,2932339394,14,42.7,587,1,99.83
노들,4627760504,14,42.7,448,1,99.78
신설동,13227969660,14,42.7,1231,1,99.92
용답,2460188229,14,42.7,807,1,99.88
신촌,13683819523,14,42.7,2215,1,99.95
수서,6299196105,14,42.7,236,1,99.58
충정로,3893042379,14,42.7,1387,1,99.93
서강대,5221755996,14,42.7,2111,3,99.86
종로5가,436883169,14,42.7,1678,1,99.94
고속터미널,9798531671,14,42.7,689,7,98.98
청량리,10121691848,14,42.7,1413,1,99.93
봉은사,595750357,14,42.7,602,1,99.83
언주,414684639,14,42.7,1033,1,99.9
삼성중앙,595750358,14,42.7,682,1,99.85
사평,13512489422,14,42.7,789,1,99.87
선정릉,2110338712,14,42.7,804,1,99.88
신논현,8376423650,14,42.7,1082,16,98.52
외대앞,3831105923,14,42.7,1212,1,99.92
구반포,11641428792,14,42.7,381,1,99.74
흑석,436881334,14,42.7,262,1,99.62
신반포,10918075302,14,42.7,556,1,99.82
온수,4987997944,14,42.7,269,1,99.63
왕십리,9083521281,14,42.7,1411,1,99.93
응봉,13780851569,14,42.7,76,1,98.68
도봉,7006105399,14,42.7,659,1,99.85
서빙고,12874837067,14,42.7,295,1,99.66
양재,11431861586,14,42.7,940,1,99.89
이촌,4172393733,14,42.7,454,5,98.9
복정,11330600853,14,42.7,392,1,99.74
독산,4095041979,14,42.7,268,1,99.63
신내,9810803930,14,42.7,662,1,99.85
금천구청,5308009219,14,42.7,605,1,99.83
암사역사공원,436817489,14,42.7,476,1,99.79
보문,436873184,14,42.7,1115,1,99.91
동작,7660036116,14,42.7,204,1,99.51
서울,10013086401,14,42.7,830,1,99.88
도곡,5403582157,14,42.7,462,1,99.78
김포공항,2353543144,14,42.7,522,1,99.81
동대문역사문화공원,8496801700,14,42.7,1850,1,99.95
구로,8918160546,14,42.7,533,1,99.81
북한산보국문,3841557294,14,42.7,582,1,99.83
안국,436867523,14,42.7,1297,1,99.92
강일,13093833784,14,42.7,347,1,99.71
천호,999136673,14,42.7,1051,1,99.9
서원,1835221331,14,42.7,1227,1,99.92
동대문,3830591792,14,42.7,1671,1,99.94
삼각지,5589627062,14,42.7,902,1,99.89
도봉산,5246596481,14,42.7,477,1,99.79
도봉산,5246596482,14,42.7,488,1,99.8
영등포,11459128410,14,42.7,783,1,99.87
노량진,3785111388,14,42.7,417,1,99.76
용산,10816124190,14,42.7,415,1,99.76
종각,11198015018,14,42.7,1508,1,99.93
건대입구,2613069963,14,42.7,1123,1,99.91
가좌,5756085341,14,42.7,950,1,99.89
남영,7836289839,14,42.7,867,1,99.88
대방,4617447369,14,42.7,306,1,99.67
응암,8735757178,14,42.7,2062,1,99.95
합정,5215341441,14,42.7,1477,1,99.93
동묘앞,4170064719,14,42.7,1658,1,99.94
고려대,5404768239,14,42.7,1585,1,99.94
홍대입구,11841458495,14,42.7,2240,2,99.91
디지털미디어시티,9891051186,14,42.7,182,1,99.45
선릉,2280678836,14,42.7,766,1,99.87
강남구청,2282830004,14,42.7,911,1,99.89
강남,7168335697,14,42.7,1287,1,99.92
가락시장,10939998666,14,42.7,266,1,99.62
을지로3가,7694743853,14,42.7,1932,1,99.95
불광,11228575654,14,42.7,1358,1,99.93
구의,3958847218,14,42.7,330,1,99.7
강변,1850655113,14,42.7,359,1,99.72
잠실나루,5159105401,14,42.7,251,1,99.6
옥수,3851466435,14,42.7,215,1,99.53
충무로,3846576172,14,42.7,1502,1,99.93
약수,3846603560,14,42.7,839,1,99.88
교대,3355067052,14,42.7,895,1,99.89
오금,3278844051,14,42.7,992,1,99.9
한양대,8992783196,14,42.7,906,1,99.89
성수,2551966241,14,42.7,805,1,99.88
시청,3404904658,14,42.7,1074,1,99.91
을지로입구,436830313,14,42.7,1494,1,99.93
을지로4가,10296582868,14,42.7,1599,1,99.94
신당,414685846,14,42.7,1733,1,99.94
상왕십리,11127349744,14,42.7,1796,1,99.94
신촌,5937884691,14,42.7,2707,1,99.96
이대,9283138042,14,42.7,1934,1,99.95
아현,1936511359,14,42.7,1758,1,99.94
마곡나루,4019735070,14,42.7,568,1,99.82
당산,3216944261,14,42.7,692,1,99.86
문래,11455185928,14,42.7,1223,1,99.92
신도림,5344219251,14,42.7,229,1,99.56
구로디지털단지,4624772818,14,42.7,665,1,99.85
신대방,4624808762,14,42.7,578,1,99.83
신림,5404739367,14,42.7,1212,1,99.92
봉천,5404739628,14,42.7,1274,1,99.92
서울대입구,5406451695,14,42.7,959,1,99.9
낙성대,5406462591,14,42.7,618,1,99.84
방배,8471989456,14,42.7,421,1,99.76
서초,3221788784,14,42.7,652,1,99.85
역삼,2280678732,14,42.7,948,1,99.89
삼성,733859380,14,42.7,606,1,99.83
종합운동장,1430639131,14,42.7,362,1,99.72
잠실새내,2957013438,14,42.7,642,1,99.84
잠실,7877518993,14,42.7,415,1,99.76
양천구청,3380999909,14,42.7,471,1,99.79
신정네거리,9572122970,14,42.7,759,1,99.87
도림천,4630961655,14,42.7,567,1,99.82
경찰병원,1812000920,14,42.7,649,1,99.85
대청,2927282422,14,42.7,495,1,99.8
학여울,4643770712,14,42.7,520,1,99.81
대치,2281644495,14,42.7,618,1,99.84
매봉,5406359683,14,42.7,583,1,99.83
남부터미널,436864976,14,42.7,743,1,99.87
잠원,4634374794,14,42.7,513,1,99.81
신사,8489501829,14,42.7,1026,1,99.9
압구정,9891581229,14,42.7,1171,1,99.91
금호,4201516987,14,42.7,552,1,99.82
동대입구,436870722,14,42.7,1131,1,99.91
경복궁,6033544429,14,42.7,1196,1,99.92
독립문,13460710395,14,42.7,816,1,99.88
무악재,11296428367,14,42.7,455,1,99.78
홍제,436868050,14,42.7,855,1,99.88
녹번,436867704,14,42.7,786,1,99.87
구파발,8515726110,14,42.7,786,1,99.87
불암산,3841778897,14,42.7,478,1,99.79
쌍문,436836179,14,42.7,1106,1,99.91
수유,9813541694,14,42.7,1433,1,99.93
미아,9819314920,14,42.7,1362,1,99.93
미아사거리,5198597933,14,42.7,1334,1,99.93
길음,5210130825,14,42.7,921,1,99.89
혜화,2409390726,14,42.7,915,1,99.89
명동,7495868732,14,42.7,1420,1,99.93
회현,12920546288,14,42.7,1025,1,99.9
서울역,5348913449,14,42.7,990,1,99.9
숙대입구,2533148374,14,42.7,1017,1,99.9
신용산,10816047755,14,42.7,445,1,99.78
사당,11521991148,14,42.7,772,1,99.87
남태령,7621561344,14,42.7,140,1,99.29
마천,10277058704,14,42.7,1004,1,99.9
거여,4489986954,14,42.7,1107,1,99.91
개롱,12142687377,14,42.7,1146,1,99.91
방이,2310500979,14,42.7,840,1,99.88
올림픽공원,8493888383,14,42.7,637,1,99.84
둔촌동,4680325914,14,42.7,548,1,99.82
상일동,7106623354,14,42.7,484,1,99.79
고덕,5915757376,14,42.7,713,1,99.86
명일,10009228390,14,42.7,570,1,99.82
굽은다리,3851742835,14,42.7,725,1,99.86
길동,3856135009,14,42.7,792,1,99.87
강동,3856513978,14,42.7,814,1,99.88
광나루,11182352080,14,42.7,452,1,99.78
아차산,2123390941,14,42.7,612,1,99.84
장한평,10708070992,14,42.7,481,1,99.79
답십리,10708182321,14,42.7,295,1,99.66
마장,3832676328,14,42.7,1208,1,99.92
행당,3833113882,14,42.7,1241,1,99.92
신금호,3848968727,14,42.7,743,1,99.87
광화문,13971398420,14,42.7,1418,1,99.93
서대문,445343537,14,42.7,1362,1,99.93
애오개,13142535285,14,42.7,1849,1,99.95
공덕,9941864292,14,42.7,1998,1,99.95
마포,13227969612,14,42.7,1192,1,99.92
여의나루,355173356,14,42.7,598,1,99.83
여의도,4744225606,14,42.7,421,1,99.76
신길,4529530743,14,42.7,518,1,99.81
영등포시장,355173354,14,42.7,1102,1,99.91
영등포구청,5215341470,14,42.7,1148,1,99.91
양평,436860925,14,42.7,708,1,99.86
오목교,2808319707,14,42.7,1088,1,99.91
목동,13895049012,14,42.7,1061,1,99.91
신정,2848435510,14,42.7,787,1,99.87
까치산,1906282324,14,42.7,941,1,99.89
화곡,2289350750,14,42.7,1376,1,99.93
우장산,4706229292,14,42.7,1447,1,99.93
발산,1791473931,14,42.7,929,1,99.89
마곡,13800646917,14,42.7,593,1,99.83
송정,4602991606,14,42.7,677,1,99.85
개화산,9228947724,14,42.7,593,1,99.83
방화,2702609963,14,42.7,435,1,99.77
봉화산,436834232,14,42.7,477,1,99.79
화랑대,3842209686,14,42.7,904,1,99.89
석계,1795189949,14,42.7,982,1,99.9
돌곶이,3830773366,14,42.7,1397,1,99.93
상월곡,5219803722,14,42.7,1040,1,99.9
월곡,5406198806,14,42.7,1159,1,99.91
안암,7625622864,14,42.7,1804,1,99.94
창신,1943131791,14,42.7,758,1,99.87
청구,1936511423,14,42.7,1242,1,99.92
버티고개,3847632030,14,42.7,334,1,99.7
한강진,436868241,14,42.7,569,1,99.82
이태원,2470887090,14,42.7,754,1,99.87
녹사평,2384953064,14,42.7,1040,1,99.9
효창공원앞,4426288471,14,42.7,1133,1,99.91
대흥,9987526934,14,42.7,1983,1,99.95
광흥창,4101356295,14,42.7,1853,1,99.95
상수,414685238,14,42.7,1337,1,99.93
망원,445327391,14,42.7,1724,1,99.94
마포구청,5905951490,14,42.7,1038,1,99.9
월드컵경기장,798569457,14,42.7,500,1,99.8
증산,3823125035,14,42.7,1303,1,99.92
새절,3822999355,14,42.7,1828,1,99.95
구산,2292697262,14,42.7,1767,1,99.94
연신내,13357342120,14,42.7,1578,1,99.94
독바위,3824954278,14,42.7,914,1,99.89
역촌,10789220053,14,42.7,1917,1,99.95
어린이대공원,7939459503,14,42.7,860,1,99.88
군자,8743773046,14,42.7,1103,1,99.91
중곡,3840461137,14,42.7,932,1,99.89
용마산,10141309870,14,42.7,1285,1,99.92
사가정,436849774,14,42.7,1805,1,99.94
면목,436816024,14,42.7,1746,1,99.94
상봉,436718863,14,42.7,2078,1,99.95
중화,3819991417,14,42.7,1857,1,99.95
먹골,436538654,14,42.7,1117,1,99.91
태릉입구,13821634895,14,42.7,1354,1,99.93
공릉,13566284590,14,42.7,1151,1,99.91
하계,13566334119,14,42.7,554,1,99.82
중계,3835756882,14,42.7,440,1,99.77
노원,10598556476,14,42.7,697,1,99.86
마들,9410070134,14,42.7,1010,1,99.9
수락산,13566334197,14,42.7,619,1,99.84
가산디지털단지,436846908,14,42.7,460,1,99.78
남구로,2590252230,14,42.7,768,1,99.87
대림,2589375675,14,42.7,858,1,99.88
신풍,2108483850,14,42.7,848,1,99.88
보라매,2108483937,14,42.7,721,1,99.86
신대방삼거리,2108483943,14,42.7,901,1,99.89
장승배기,1830596637,14,42.7,854,1,99.88
상도,436821675,14,42.7,771,1,99.87
숭실대입구,11413637825,14,42.7,585,1,99.83
남성,4195693782,14,42.7,686,1,99.85
이수,13434371130,14,42.7,970,1,99.9
내방,2110270505,14,42.7,487,1,99.79
반포,9914441894,14,42.7,746,1,99.87
논현,2280678861,14,42.7,955,1,99.9
학동,2279487893,14,42.7,1030,1,99.9
청담,2279487921,14,42.7,785,1,99.87
자양,9040152140,14,42.7,636,1,99.84
용두,1939143883,14,42.7,1269,1,99.92
신답,2460188205,14,42.7,45,1,97.78
천왕,1784377384,14,42.7,338,1,99.7
장지,11202554992,14,42.7,983,1,99.9
문정,6832910091,14,42.7,581,1,99.83
송파,2280491847,14,42.7,553,1,99.82
석촌,2280491863,14,42.7,301,1,99.67
몽촌토성,2346858828,14,42.7,451,1,99.78
강동구청,436855505,14,42.7,904,1,99.89
암사,999136556,14,42.7,828,1,99.88
중앙보훈병원,4197252516,14,42.7,357,6,98.32
둔촌오륜,11229084218,14,42.7,377,1,99.73
한성백제,10009448574,14,42.7,394,1,99.75
송파나루,1809560163,14,42.7,485,1,99.79
석촌고분,10855673146,14,42.7,780,1,99.87
삼전,4186302819,14,42.7,613,1,99.84
대모산입구,4643770733,14,42.7,495,1,99.8
개포동,2032418657,14,42.7,428,1,99.77
구룡,436814317,14,42.7,225,1,99.56
한티,4784810914,14,42.7,616,1,99.84
압구정로데오,596509934,14,42.7,705,1,99.86
서울숲,9081846792,14,42.7,723,1,99.86
양재시민의숲,12872531616,14,42.7,667,1,99.85
청계산입구,11744211938,14,42.7,177,1,99.44
성신여대입구,5226829495,14,42.7,886,1,99.89
청량리,7749822746,14,42.7,1451,1,99.93
신내,9534964676,14,42.7,661,1,99.85
종로3가,7068953101,14,42.7,1739,1,99.94
신설동,13345643243,14,42.7,1380,1,99.93
성신여대입구,9816197077,14,42.7,862,1,99.88
이촌,13472471079,14,42.7,485,1,99.79
서울역,10216518963,14,42.7,550,1,99.82
수서,6004121530,14,42.7,224,1,99.55
건대입구,11303511536,14,42.7,1018,1,99.9
선정릉,596482732,14,42.7,765,1,99.87
선릉,860338496,14,42.7,762,1,99.87
도곡,3418782698,14,42.7,447,2,99.55
수서,12364278188,14,42.7,233,1,99.57
복정,11330600836,14,42.7,445,1,99.78
왕십리,9369050246,14,42.7,1530,1,99.93
왕십리,11127349780,14,42.7,1663,1,99.94
신설동,4173042514,14,42.7,1293,1,99.92
939정거장,8436624771,14,42.7,364,1,99.73
창동,4659124351,14,42.7,526,1,99.81
동작,3401123578,14,42.7,13,1,92.31
개화,9701881739,14,42.7,242,1,99.59
상봉,2470981971,14,42.7,1849,1,99.95
관악산,4373612914,14,42.7,549,1,99.82
서울대벤처타운,1835221096,14,42.7,879,1,99.89
신림,1844912791,14,42.7,1197,1,99.92
당곡,436858756,14,42.7,1055,1,99.91
보라매병원,436847189,14,42.7,817,2,99.76
보라매공원,7916896848,14,42.7,516,1,99.81
보라매,2819460436,14,42.7,703,1,99.86
서울지방병무청,11178013529,14,42.7,675,1,99.85
대방,11553007316,14,42.7,534,1,99.81
샛강,13506574406,14,42.7,361,1,99.72
샛강,13670786965,14,42.7,348,1,99.71
서울역,3390941198,14,42.7,980,1,99.9
디지털미디어시티,2605603657,14,42.7,383,2,99.48
디지털미디어시티,4652833827,14,42.7,469,1,99.79
노원,5706189891,14,42.7,776,1,99.87
양재,4865811281,14,42.7,893,1,99.89
강남,3087683154,14,42.7,1222,36,97.05
당산,10814323607,14,42.7,737,1,99.86
서울역,3391063393,14,42.7,1011,1,99.9
신길,4636791670,14,42.7,720,1,99.86
가산디지털단지,2108483903,14,42.7,492,1,99.8
상계,3401474874,14,42.7,689,1,99.85
선유도,2726710465,14,42.7,537,1,99.81
신목동,2812530406,14,42.7,405,1,99.75
염창,2289016390,14,42.7,683,1,99.85
등촌,2290015312,14,42.7,810,1,99.88
증미,3042643876,14,42.7,673,1,99.85
가양,2142681442,14,42.7,885,1,99.89
양천향교,414683333,14,42.7,635,1,99.84
신방화,10814323761,14,42.7,827,1,99.88
공항시장,4604019398,14,42.7,777,1,99.87
총신대입구(이수),4984575377,14,42.7,877,1,99.89
동묘앞,3830591800,14,42.7,1683,1,99.94
동대문,7195666618,14,42.7,1827,1,99.95
종로3가,4198116864,14,42.7,1363,1,99.93
종로3가,4197560774,14,42.7,1595,1,99.94
정릉,3828480980,14,42.7,700,1,99.86
솔샘,3841342870,14,42.7,826,1,99.88
삼양사거리,3841342963,14,42.7,1425,1,99.93
삼양,3840741768,14,42.7,1428,1,99.93
화계,436865378,14,42.7,1464,1,99.93
가오리,3840936112,14,42.7,1346,1,99.93
4.19민주묘지,3841077641,14,42.7,939,1,99.89
솔밭공원,3626451463,14,42.7,493,1,99.8
북한산우이,11824482197,14,42.7,274,1,99.64
시청,7677568503,14,42.7,1206,1,99.92
노량진,4627778176,14,42.7,411,1,99.76
김포공항,7981330101,14,42.7,553,1,99.82
김포공항,4874729815,14,42.7,614,1,99.84
옥수,8222891384,14,42.7,318,1,99.69
신도림,5119449050,14,42.7,331,1,99.7
수서,11563289590,14,42.7,234,24,89.74
연신내,10678122489,14,42.7,1643,1,99.94
뚝섬,8498978693,14,42.7,756,1,99.87
동대문역사문화공원,414685825,14,42.7,1759,1,99.94
동대문역사문화공원,1945254583,14,42.7,1864,1,99.95
종합운동장,13894950326,14,42.7,402,1,99.75
홍대입구,13227913200,14,42.7,2129,1,99.95
942정거장,436815896,14,42.7,625,1,99.84
한성대입구,5973684086,15,38.0,1088,1,99.91
제기동,9655918649,15,38.0,1288,1,99.92
신이문,3831106833,15,38.0,1042,1,99.9
회기,9776882774,15,38.0,1756,1,99.94
월계,3834716670,15,38.0,300,1,99.67
녹천,3834717475,15,38.0,227,1,99.56
광운대,436854528,15,38.0,396,1,99.75
창동,3834608837,15,38.0,424,1,99.76
방학,3846919916,15,38.0,688,1,99.85
오류동,8508812072,15,38.0,98,1,98.98
개봉,5442986444,15,38.0,390,1,99.74
구일,3210749463,15,38.0,272,1,99.63
일원,9454279402,15,38.0,208,1,99.52
양원,9534964626,15,38.0,911,1,99.89
한남,3852156874,15,38.0,249,1,99.6
수색,11944713936,15,38.0,364,1,99.73
940정거장,3011994542,15,38.0,315,1,99.68
중랑,10138603166,15,38.0,1617,1,99.94
망우,9760894592,15,38.0,1800,1,99.94
국회의사당,2932339394,15,38.0,587,1,99.83
노들,4627760504,15,38.0,448,1,99.78
신설동,13227969660,15,38.0,1231,1,99.92
용답,2460188229,15,38.0,807,1,99.88
신촌,13683819523,15,38.0,2215,1,99.95
수서,6299196105,15,38.0,236,1,99.58
충정로,3893042379,15,38.0,1387,1,99.93
서강대,5221755996,15,38.0,2111,1,99.95
종로5가,436883169,15,38.0,1678,1,99.94
고속터미널,9798531671,15,38.0,689,1,99.85
청량리,10121691848,15,38.0,1413,1,99.93
봉은사,595750357,15,38.0,602,1,99.83
언주,414684639,15,38.0,1033,1,99.9
삼성중앙,595750358,15,38.0,682,1,99.85
사평,13512489422,15,38.0,789,1,99.87
선정릉,2110338712,15,38.0,804,1,99.88
신논현,8376423650,15,38.0,1082,1,99.91
외대앞,3831105923,15,38.0,1212,1,99.92
구반포,11641428792,15,38.0,381,1,99.74
흑석,436881334,15,38.0,262,1,99.62
신반포,10918075302,15,38.0,556,1,99.82
온수,4987997944,15,38.0,269,1,99.63
왕십리,9083521281,15,38.0,1411,1,99.93
응봉,13780851569,15,38.0,76,1,98.68
도봉,7006105399,15,38.0,659,1,99.85
서빙고,12874837067,15,38.0,295,1,99.66
양재,11431861586,15,38.0,940,1,99.89
이촌,4172393733,15,38.0,454,1,99.78
복정,11330600853,15,38.0,392,1,99.74
독산,4095041979,15,38.0,268,1,99.63
신내,9810803930,15,38.0,662,1,99.85
금천구청,5308009219,15,38.0,605,1,99.83
암사역사공원,436817489,15,38.0,476,1,99.79
보문,436873184,15,38.0,1115,1,99.91
동작,7660036116,15,38.0,204,1,99.51
서울,10013086401,15,38.0,830,1,99.88
도곡,5403582157,15,38.0,462,1,99.78
김포공항,2353543144,15,38.0,522,1,99.81
동대문역사문화공원,8496801700,15,38.0,1850,1,99.95
구로,8918160546,15,38.0,533,1,99.81
북한산보국문,3841557294,15,38.0,582,1,99.83
안국,436867523,15,38.0,1297,1,99.92
강일,13093833784,15,38.0,347,1,99.71
천호,999136673,15,38.0,1051,1,99.9
서원,1835221331,15,38.0,1227,1,99.92
동대문,3830591792,15,38.0,1671,1,99.94
삼각지,5589627062,15,38.0,902,1,99.89
도봉산,5246596481,15,38.0,477,1,99.79
도봉산,5246596482,15,38.0,488,1,99.8
영등포,11459128410,15,38.0,783,1,99.87
노량진,3785111388,15,38.0,417,1,99.76
용산,10816124190,15,38.0,415,1,99.76
종각,11198015018,15,38.0,1508,1,99.93
건대입구,2613069963,15,38.0,1123,1,99.91
가좌,5756085341,15,38.0,950,1,99.89
남영,7836289839,15,38.0,867,1,99.88
대방,4617447369,15,38.0,306,1,99.67
응암,8735757178,15,38.0,2062,1,99.95
합정,5215341441,15,38.0,1477,1,99.93
동묘앞,4170064719,15,38.0,1658,1,99.94
고려대,5404768239,15,38.0,1585,1,99.94
홍대입구,11841458495,15,38.0,2240,1,99.96
디지털미디어시티,9891051186,15,38.0,182,1,99.45
선릉,2280678836,15,38.0,766,1,99.87
강남구청,2282830004,15,38.0,911,1,99.89
강남,7168335697,15,38.0,1287,1,99.92
